merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
kermanuniversityofmedicalsciences,Kerman University of Medical Sciences,51.2,38.49249999999999,,40.6,"Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Education,Other Health",622245.0,Kerman University of Medical Sciences,3%,False,,2026.0,False,,9.5,63.7,,Iran,26.5,15.4,23.8,,False,,"5,552",,,
kharazmiuniversity,Kharazmi University,37.2,27.8715,,25.2,"Education,Chemistry,Biological Sciences,Mathematics & Statistics,Civil Engineering,Physics & Astronomy,Sport Science,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Electrical & Electronic Engineering,Business & Management,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Law,Psychology,Politics & International Studies (incl Development Studies),General Engineering,Geography,Computer Science",624744.0,Kharazmi University,3%,False,,2026.0,False,,16.3,41.8,55 : 45,Iran,33.9,14.7,27.3,,False,,"12,192",,,
kharkivaviationinstitute,Kharkiv Aviation Institute,44.5,17.7735,,21.3,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Business & Management,Psychology,Economics & Econometrics,Computer Science,Law,Languages, Literature & Linguistics,General Engineering,Accounting & Finance",673893.0,Kharkiv Aviation Institute,12%,False,,2026.0,False,,12.6,17.4,14 : 86,Ukraine,32.2,10.7,18.8,,False,,"4,827",,,
kharkivnationalautomobileandhighwayuniversity,,,,,,"Geology, Environmental, Earth & Marine Sciences,General Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Chemical Engineering,Business & Management,Chemistry,Mathematics & Statistics,Civil Engineering,Computer Science,Accounting & Finance",723988.0,Kharkiv National Automobile and Highway University,,False,,,False,,,,,,,,,,False,,,,,
kharkivnationaluniversityofinternalaffairs,,,,,,"Psychology,Business & Management,Accounting & Finance,Law,Computer Science,Education,Mechanical & Aerospace Engineering",722205.0,Kharkiv National University of Internal Affairs,,False,,,False,,,,,,,,,,False,,,,,
kharkivnationaluniversityofradioelectronics,Kharkiv National University of Radio Electronics,28.0,20.7025,,20.8,"Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy",670488.0,Kharkiv National University of Radio Electronics,6%,False,,2026.0,False,,11.6,30.0,30 : 70,Ukraine,29.5,9.0,18.6,,False,,"7,129",,,
kharkivuniversityofhumanities“people’sukrainianacademy”,,,,,,"Languages, Literature & Linguistics,Business & Management,Sociology",718582.0,Kharkiv University of Humanities “People’s Ukrainian Academy”,,False,,,False,,,,,,,,,,False,,,,,
khazaruniversity,,,,,,"Law,Electrical & Electronic Engineering,Accounting & Finance,History, Philosophy & Theology,Civil Engineering,Veterinary Science,Computer Science,Languages, Literature & Linguistics,Biological Sciences,Physics & Astronomy,Chemical Engineering,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Mathematics & Statistics,Education,General Engineering,Geography,Mechanical & Aerospace Engineering,Psychology,Economics & Econometrics,Art, Performing Arts & Design",131614.0,Khazar University,,False,,,False,,,,,,,,,,False,,,,,
khonkaenuniversity,Khon Kaen University,35.5,30.6365,,28.6,"Mechanical & Aerospace Engineering,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Law,Civil Engineering,Business & Management,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Veterinary Science,General Engineering,Education,Computer Science,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",131523.0,Khon Kaen University,2%,False,Khon Kaen,2026.0,False,XL,16.3,41.8,61 : 39,Thailand,35.5,17.3,49.5,Asia,False,,"32,602",Public,High,
khulnauniversity,Khulna University,46.9,27.3225,,17.3,"Architecture,Law,Agriculture & Forestry,Art, Performing Arts & Design,Sociology,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",693583.0,Khulna University,0%,False,,2026.0,False,,13.9,50.7,45 : 55,Bangladesh,45.2,9.9,18.7,,False,,"8,131",,,
khulnauniversityofengineeringandtechnology,Khulna University of Engineering and Technology (KUET),,33.758,,13.8,"Mechanical & Aerospace Engineering,Civil Engineering,Architecture,Chemical Engineering,Electrical & Electronic Engineering",662302.0,Khulna University of Engineering and Technology (KUET),0%,False,,2026.0,False,,17.8,78.6,32 : 68,Bangladesh,36.0,8.7,22.1,,False,KUET,"7,985",,,
khwajafareeduniversityofengineeringandinformationtechnology,Khwaja Fareed University of Engineering and Information Technology,,36.3725,,11.8,"Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Physics & Astronomy,Communication & Media Studies,Other Health,Business & Management,Civil Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Law,General Engineering,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Psychology,Biological Sciences",703346.0,Khwaja Fareed University of Engineering and Information Technology,0%,False,,2026.0,False,,24.1,79.6,45 : 55,Pakistan,51.3,12.8,36.3,,False,,"11,504",,,
khybermedicaluniversity,,,,,,"Other Health,Medicine & Dentistry",716969.0,Khyber Medical University,,False,,,False,,,,,,,,,,False,,,,,
kiituniversity,KIIT University,61.5,43.64,,43.0,"Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Physics & Astronomy,Accounting & Finance,Other Health,Chemistry,Psychology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Business & Management,Chemical Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Geography,Languages, Literature & Linguistics,Computer Science,Law,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Education",622215.0,KIIT University,14%,False,,2026.0,False,,10.3,63.5,56 : 44,India,45.6,20.9,60.6,,False,,"19,682",,,
kimyointernationaluniversityintashkent,,,,,,"Education,Psychology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,General Engineering,Other Health,Economics & Econometrics,Art, Performing Arts & Design,Business & Management,Computer Science,Architecture",725104.0,Kimyo International University in Tashkent,,False,,,False,,,,,,,,,,False,,,,,
kindaiuniversity,Kindai University,51.9,30.0415,,17.6,"Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Electrical & Electronic Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Law,Mechanical & Aerospace Engineering,Other Health,Sociology,Chemistry,Computer Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Medicine & Dentistry,Communication & Media Studies,Architecture,Economics & Econometrics,Civil Engineering,Languages, Literature & Linguistics,Physics & Astronomy",131589.0,Kindai University,2%,False,Osaka City,2026.0,False,XL,23.2,53.6,32 : 68,Japan,33.5,13.3,60.0,Asia,False,,"34,923",Private,High,
king'scollegelondon,,,,82.0,,,,,,,London,,,L,,,,,,,,Europe,,,,Public,Very High,
kingabdullahuniversityofscienceandtechnology,,,,,,"Physics & Astronomy,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",623388.0,King Abdullah University of Science and Technology (KAUST),,False,,,False,,,,,,,,,,False,,,,,
kingdanylouniversity,,,,,,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Accounting & Finance,Architecture,Business & Management,Economics & Econometrics,Law,Civil Engineering,Computer Science",723737.0,King Danylo University,,False,,,False,,,,,,,,,,False,,,,,
kingedwardmedicaluniversity,,,,,,"Psychology,Medicine & Dentistry,Other Health,Biological Sciences",645755.0,King Edward Medical University,,False,,,False,,,,,,,,,,False,,,,,
kingfahduniversityofpetroleum&minerals,,,,48.1,,,,,,,Dhahran,,,M,,,,,,,,Asia,,,,Public,Very High,
kingfahduniversityofpetroleumandminerals,King Fahd University of Petroleum and Minerals,86.3,59.690000000000005,,36.3,"Business & Management,Civil Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Computer Science,Mathematics & Statistics,Chemistry,Electrical & Electronic Engineering,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering",916.0,King Fahd University of Petroleum and Minerals,28%,False,,2026.0,False,,8.3,85.7,26 : 74,Saudi Arabia,92.9,43.2,94.4,,False,,"5,960",,,
kingfaisaluniversity,King Faisal University,68.0,41.45,,25.6,"Sport Science,Business & Management,Languages, Literature & Linguistics,Economics & Econometrics,Education,Archaeology,Civil Engineering,Architecture,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Chemistry,Agriculture & Forestry,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Sociology,Electrical & Electronic Engineering,Psychology,Medicine & Dentistry,Law,History, Philosophy & Theology,Accounting & Finance,Veterinary Science,Other Health,Biological Sciences,Communication & Media Studies",624018.0,King Faisal University,6%,False,Hofuf,2026.0,False,XL,10.4,73.7,65 : 35,Saudi Arabia,78.4,14.8,40.4,Asia,False,,"22,366",Public,High,
kingkhaliduniversity,King Khalid University,70.3,54.269,,41.2,"Archaeology,Mechanical & Aerospace Engineering,Psychology,Education,Other Health,Architecture,Business & Management,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Law,Computer Science,History, Philosophy & Theology,Geography,Accounting & Finance,Civil Engineering,General Engineering,Agriculture & Forestry,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design",623529.0,King Khalid University,15%,False,Abha,2026.0,False,XL,7.1,80.0,55 : 45,Saudi Arabia,88.2,31.6,58.4,Asia,False,,"29,832",Public,High,
kingmongkut'sinstituteoftechnologyladkrabang,,,,,,,,,,,Bangkok,,,L,,,,,,,,Asia,,,,Public,Very High,
kingmongkut'suniversityoftechnologynorthbangkok,King Mongkut's University of Technology North Bangkok,50.9,30.97,,17.8,"Business & Management,Chemical Engineering,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Accounting & Finance,Architecture,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics",131719.0,King Mongkut's University of Technology North Bangkok,1%,False,,2026.0,False,,22.6,55.9,40 : 60,Thailand,29.6,15.3,57.3,,False,,"27,960",,,
kingmongkut'suniversityoftechnologythonburi,,,,,,,,,,,Bangkok,,,L,,,,,,,,Asia,,,,Public,High,
kingmongkut’sinstituteoftechnologyladkrabang,,19.2,,,,"Chemistry,Medicine & Dentistry,Computer Science,Biological Sciences,Architecture,Civil Engineering,Languages, Literature & Linguistics,Business & Management,Electrical & Electronic Engineering,Agriculture & Forestry,General Engineering,Economics & Econometrics,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design",589118.0,King Mongkut’s Institute of Technology Ladkrabang,,False,,,False,,,,,,,,,,False,,,,,
kingmongkut’suniversityoftechnologythonburi,King Mongkut’s University of Technology Thonburi,59.5,35.839,,19.8,"Civil Engineering,Architecture,Mathematics & Statistics,Physics & Astronomy,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,General Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Education,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Chemistry,Languages, Literature & Linguistics,Chemical Engineering",901.0,King Mongkut’s University of Technology Thonburi,4%,False,,2026.0,False,,19.7,57.0,45 : 55,Thailand,41.4,22.9,78.8,,False,,"14,898",,,
kingsaudbinabdulazizuniversityforhealthsciences,King Saud bin Abdulaziz University for Health Sciences,43.6,38.136,,44.6,"Medicine & Dentistry,Other Health",624918.0,King Saud bin Abdulaziz University for Health Sciences,0%,False,,2026.0,False,,10.9,44.5,53 : 47,Saudi Arabia,55.0,19.6,45.5,,False,,"8,509",,,
kingstonuniversity,Kingston University,53.2,35.6135,,20.4,"Education,Sociology,Sport Science,General Engineering,Accounting & Finance,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Psychology,Computer Science,Architecture,Languages, Literature & Linguistics,Geography,Economics & Econometrics,History, Philosophy & Theology,Law,Communication & Media Studies,Other Health,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Chemistry,Civil Engineering,Biological Sciences",131579.0,Kingston University,44%,False,,2026.0,False,,20.2,54.6,60 : 40,United Kingdom,90.9,15.4,48.3,,False,,"15,980",,,
"kingstonuniversity,london",,,,,,,,,,,Kingston upon Thames,,,L,,,,,,,,Europe,,,,Public,High,
king’scollegelondon,King’s College London,97.7,78.65749999999998,,64.2,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Archaeology,General Engineering,Economics & Econometrics,Other Health,Chemistry,Law,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Sport Science,Geography,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Communication & Media Studies",520.0,King’s College London,52%,False,,2026.0,False,,12.6,95.5,64 : 36,United Kingdom,96.9,72.1,72.3,,False,,"34,410",,,
kinnairdcollegeforwomen,,,,,,"Languages, Literature & Linguistics,Geography,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Education,Physics & Astronomy,Business & Management,Biological Sciences,Psychology,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Art, Performing Arts & Design,Law,Economics & Econometrics,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",725322.0,Kinnaird College for Women,,False,,,False,,,,,,,,,,False,,,,,
